[2023-08-21 18:57:50.380] Log file generated
[2023-08-21 18:57:51.145] Bluetooth Connected
[2023-08-21 18:57:51.147] >> Server Start
[2023-08-21 18:57:51.147] >> Wait
[2023-08-21 18:57:51.148] /*1,2023-08-21 18:57:51.148,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:57:51.349] /*2,2023-08-21 18:57:51.349,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:57:51.550] /*3,2023-08-21 18:57:51.550,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:57:51.751] /*4,2023-08-21 18:57:51.751,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:57:51.952] /*5,2023-08-21 18:57:51.952,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:57:52.153] /*6,2023-08-21 18:57:52.153,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:57:52.354] /*7,2023-08-21 18:57:52.354,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:57:52.555] /*8,2023-08-21 18:57:52.555,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:57:52.756] /*9,2023-08-21 18:57:52.756,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:57:52.957] /*10,2023-08-21 18:57:52.957,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:57:53.158] /*11,2023-08-21 18:57:53.158,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:57:53.359] /*12,2023-08-21 18:57:53.359,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:57:53.560] /*13,2023-08-21 18:57:53.560,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:57:53.761] /*14,2023-08-21 18:57:53.761,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:57:53.962] /*15,2023-08-21 18:57:53.961,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:57:54.163] /*16,2023-08-21 18:57:54.162,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:57:54.364] /*17,2023-08-21 18:57:54.363,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:57:54.565] /*18,2023-08-21 18:57:54.565,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:57:54.766] /*19,2023-08-21 18:57:54.766,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:57:54.967] /*20,2023-08-21 18:57:54.966,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:57:55.168] /*21,2023-08-21 18:57:55.167,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:57:55.369] /*22,2023-08-21 18:57:55.368,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:57:55.570] /*23,2023-08-21 18:57:55.569,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:57:55.771] /*24,2023-08-21 18:57:55.770,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:57:55.972] /*25,2023-08-21 18:57:55.971,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:57:56.172] /*26,2023-08-21 18:57:56.172,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:57:56.378] /*27,2023-08-21 18:57:56.378,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:57:56.579] /*28,2023-08-21 18:57:56.579,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:57:56.780] /*29,2023-08-21 18:57:56.780,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:57:56.981] /*30,2023-08-21 18:57:56.980,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:57:57.182] /*31,2023-08-21 18:57:57.182,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:57:57.383] /*32,2023-08-21 18:57:57.382,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:57:57.584] /*33,2023-08-21 18:57:57.583,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:57:57.785] /*34,2023-08-21 18:57:57.784,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:57:57.985] /*35,2023-08-21 18:57:57.985,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:57:58.186] /*36,2023-08-21 18:57:58.186,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:57:58.387] /*37,2023-08-21 18:57:58.387,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:57:58.588] /*38,2023-08-21 18:57:58.588,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:57:58.789] /*39,2023-08-21 18:57:58.789,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:57:58.990] /*40,2023-08-21 18:57:58.990,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:57:59.191] /*41,2023-08-21 18:57:59.191,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:57:59.392] /*42,2023-08-21 18:57:59.392,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:57:59.593] /*43,2023-08-21 18:57:59.593,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:57:59.794] /*44,2023-08-21 18:57:59.794,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:57:59.995] /*45,2023-08-21 18:57:59.995,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:00.196] /*46,2023-08-21 18:58:00.196,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:00.397] /*47,2023-08-21 18:58:00.397,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:00.598] /*48,2023-08-21 18:58:00.597,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:00.799] /*49,2023-08-21 18:58:00.798,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:01.000] /*50,2023-08-21 18:58:00.999,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:01.201] /*51,2023-08-21 18:58:01.200,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:01.402] /*52,2023-08-21 18:58:01.401,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:01.603] /*53,2023-08-21 18:58:01.602,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:01.803] /*54,2023-08-21 18:58:01.803,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:02.004] /*55,2023-08-21 18:58:02.004,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:02.205] /*56,2023-08-21 18:58:02.205,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:02.406] /*57,2023-08-21 18:58:02.406,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:02.607] /*58,2023-08-21 18:58:02.607,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:02.808] /*59,2023-08-21 18:58:02.808,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:03.009] /*60,2023-08-21 18:58:03.009,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:03.210] /*61,2023-08-21 18:58:03.210,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:03.411] /*62,2023-08-21 18:58:03.411,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:03.612] /*63,2023-08-21 18:58:03.612,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:03.813] /*64,2023-08-21 18:58:03.813,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:04.014] /*65,2023-08-21 18:58:04.014,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:04.215] /*66,2023-08-21 18:58:04.215,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:04.416] /*67,2023-08-21 18:58:04.416,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:04.617] /*68,2023-08-21 18:58:04.617,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:04.818] /*69,2023-08-21 18:58:04.818,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:05.019] /*70,2023-08-21 18:58:05.019,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:05.220] /*71,2023-08-21 18:58:05.220,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:05.421] /*72,2023-08-21 18:58:05.421,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:05.622] /*73,2023-08-21 18:58:05.622,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:05.823] /*74,2023-08-21 18:58:05.823,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:06.024] /*75,2023-08-21 18:58:06.024,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:06.225] /*76,2023-08-21 18:58:06.225,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:06.426] /*77,2023-08-21 18:58:06.426,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:06.632] /*78,2023-08-21 18:58:06.632,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:06.833] /*79,2023-08-21 18:58:06.833,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:07.034] /*80,2023-08-21 18:58:07.034,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:07.235] /*81,2023-08-21 18:58:07.235,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:07.436] /*82,2023-08-21 18:58:07.436,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:07.637] /*83,2023-08-21 18:58:07.637,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:07.838] /*84,2023-08-21 18:58:07.838,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:08.039] /*85,2023-08-21 18:58:08.039,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:08.240] /*86,2023-08-21 18:58:08.240,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:08.441] /*87,2023-08-21 18:58:08.441,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:08.643] /*88,2023-08-21 18:58:08.642,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:08.844] /*89,2023-08-21 18:58:08.844,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:09.045] /*90,2023-08-21 18:58:09.045,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:09.246] /*91,2023-08-21 18:58:09.246,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:09.447] /*92,2023-08-21 18:58:09.447,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:09.648] /*93,2023-08-21 18:58:09.648,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:09.849] /*94,2023-08-21 18:58:09.849,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:10.050] /*95,2023-08-21 18:58:10.050,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:10.251] /*96,2023-08-21 18:58:10.251,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:10.452] /*97,2023-08-21 18:58:10.452,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:10.653] /*98,2023-08-21 18:58:10.653,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:10.854] /*99,2023-08-21 18:58:10.854,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:11.055] /*100,2023-08-21 18:58:11.055,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:11.256] /*101,2023-08-21 18:58:11.256,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:11.457] /*102,2023-08-21 18:58:11.457,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:11.664] /*103,2023-08-21 18:58:11.664,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:11.865] /*104,2023-08-21 18:58:11.865,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:12.066] /*105,2023-08-21 18:58:12.066,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:12.267] /*106,2023-08-21 18:58:12.267,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:12.468] /*107,2023-08-21 18:58:12.468,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:12.669] /*108,2023-08-21 18:58:12.669,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:12.870] /*109,2023-08-21 18:58:12.870,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:13.071] /*110,2023-08-21 18:58:13.071,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:13.272] /*111,2023-08-21 18:58:13.272,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:13.473] /*112,2023-08-21 18:58:13.473,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:13.674] /*113,2023-08-21 18:58:13.674,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:13.875] /*114,2023-08-21 18:58:13.875,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:14.076] /*115,2023-08-21 18:58:14.076,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:14.277] /*116,2023-08-21 18:58:14.277,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:56.697] Log file generated
[2023-08-21 18:58:58.718] Bluetooth Connected
[2023-08-21 18:58:58.719] >> Server Start
[2023-08-21 18:58:58.720] >> Wait
[2023-08-21 18:58:58.721] /*1,2023-08-21 18:58:58.721,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:58.922] /*2,2023-08-21 18:58:58.922,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:59.123] /*3,2023-08-21 18:58:59.123,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:59.324] /*4,2023-08-21 18:58:59.324,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:59.525] /*5,2023-08-21 18:58:59.525,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:59.726] /*6,2023-08-21 18:58:59.726,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:58:59.927] /*7,2023-08-21 18:58:59.926,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:59:00.128] /*8,2023-08-21 18:59:00.127,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:59:00.328] /*9,2023-08-21 18:59:00.328,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:59:00.529] /*10,2023-08-21 18:59:00.529,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:59:00.730] /*11,2023-08-21 18:59:00.730,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:59:00.931] /*12,2023-08-21 18:59:00.931,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:59:01.132] /*13,2023-08-21 18:59:01.132,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:59:01.333] /*14,2023-08-21 18:59:01.333,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:59:01.534] /*15,2023-08-21 18:59:01.533,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:59:01.735] /*16,2023-08-21 18:59:01.734,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:59:01.936] /*17,2023-08-21 18:59:01.935,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:59:02.137] /*18,2023-08-21 18:59:02.136,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:59:02.337] /*19,2023-08-21 18:59:02.337,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:59:02.538] /*20,2023-08-21 18:59:02.538,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:59:02.739] /*21,2023-08-21 18:59:02.739,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:59:02.940] /*22,2023-08-21 18:59:02.940,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:59:03.141] /*23,2023-08-21 18:59:03.141,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:59:03.342] /*24,2023-08-21 18:59:03.342,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:59:03.543] /*25,2023-08-21 18:59:03.543,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:59:03.744] /*26,2023-08-21 18:59:03.744,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:59:03.945] /*27,2023-08-21 18:59:03.944,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:59:04.146] /*28,2023-08-21 18:59:04.145,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:59:04.346] /*29,2023-08-21 18:59:04.346,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:59:04.547] /*30,2023-08-21 18:59:04.547,0000000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:59:04.661] 참가자 수 : 1
[2023-08-21 18:59:04.661] >> Wait
[2023-08-21 18:59:04.662] >> Connected by : 127.0.0.1 : 55180
[2023-08-21 18:59:04.662] module number 1 is active!
[2023-08-21 18:59:04.748] /*31,2023-08-21 18:59:04.748,0100000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:59:04.949] /*32,2023-08-21 18:59:04.949,0100000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:59:05.150] /*33,2023-08-21 18:59:05.149,0100000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:59:05.350] /*34,2023-08-21 18:59:05.350,0100000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:59:05.551] /*35,2023-08-21 18:59:05.551,0100000000,0,0,0,0,0,0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:59:05.752] /*36,2023-08-21 18:59:05.752,0100000000,0.0,0.0,0.0,0.0,0.0,0.0,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
[2023-08-21 18:59:05.953] /*37,2023-08-21 18:59:05.953,0100000000,6.0,-1.44,0.07,0.23,359.37,0.21,None,None,None,0,0,0,None,None,None,None,None,None,0,0*/
